date,open,high,low,close,adj_close,volume,ticker,10mda,20mda,50mda,100mda,target,EWMA_20,EWMA_50,EWMA_100,rsi,MiddleBand,UpperBand,LowerBand
2017-08-04,72.4000015258789,73.04000091552734,72.23999786376953,72.68000030517578,67.57164001464844,22579000,MSFT,,,,,0,,,,,,,
2017-08-07,72.80000305175781,72.9000015258789,72.26000213623047,72.4000015258789,67.31134796142578,18705700,MSFT,,,,,0,,,,,,,
2017-08-08,72.08999633789062,73.12999725341797,71.75,72.79000091552734,67.6739273071289,22044600,MSFT,,,,,0,,,,,,,
2017-08-09,72.25,72.51000213623047,72.05000305175781,72.47000122070312,67.37642669677734,22213400,MSFT,,,,,0,,,,,,,
2017-08-10,71.9000015258789,72.19000244140625,71.3499984741211,71.41000366210938,66.39093017578125,24734500,MSFT,,,,,1,,,,,,,
2017-08-11,71.61000061035156,72.69999694824219,71.27999877929688,72.5,67.40431213378906,21443700,MSFT,,,,,1,,,,,,,
2017-08-14,73.05999755859375,73.72000122070312,72.94999694824219,73.58999633789062,68.41769409179688,20096600,MSFT,,,,,0,,,,,,,
2017-08-15,73.58999633789062,73.58999633789062,73.04000091552734,73.22000122070312,68.4364013671875,19181400,MSFT,,,,,0,,,,,,,
2017-08-16,73.33999633789062,74.0999984741211,73.16999816894531,73.6500015258789,68.83830261230469,18150400,MSFT,,,,,0,,,,,,,
2017-08-17,73.58000183105469,73.87000274658203,72.4000015258789,72.4000015258789,67.66996765136719,22977500,MSFT,72.71100082397462,,,,0,,,,,,,
2017-08-18,72.2699966430664,72.83999633789062,71.93000030517578,72.48999786376953,67.75408172607422,18761500,MSFT,72.69200057983399,,,,0,,,,,,,
2017-08-21,72.47000122070312,72.4800033569336,71.69999694824219,72.1500015258789,67.43628692626953,17734800,MSFT,72.66700057983398,,,,0,,,,,,,
2017-08-22,72.3499984741211,73.23999786376953,72.3499984741211,73.16000366210938,68.38031005859375,14343700,MSFT,72.7040008544922,,,,0,,,,,,,
2017-08-23,72.95999908447266,73.1500015258789,72.52999877929688,72.72000122070312,67.96905517578125,13766500,MSFT,72.72900085449218,,,,0,,,,,,,
2017-08-24,72.73999786376953,72.86000061035156,72.06999969482422,72.69000244140625,67.9410171508789,17098300,MSFT,72.85700073242188,,,,0,,,,49.88189118459338,,,
2017-08-25,72.86000061035156,73.3499984741211,72.4800033569336,72.81999969482422,68.06254577636719,12794300,MSFT,72.8890007019043,,,,0,,,,51.22518271357129,,,
2017-08-28,73.05999755859375,73.08999633789062,72.55000305175781,72.83000183105469,68.07186889648438,14569700,MSFT,72.8130012512207,,,,0,,,,51.333264146017335,,,
2017-08-29,72.25,73.16000366210938,72.05000305175781,73.05000305175781,68.2774887084961,11478400,MSFT,72.79600143432617,,,,0,,,,53.760359814767064,,,
2017-08-30,73.01000213623047,74.20999908447266,72.83000183105469,74.01000213623047,69.1747817993164,16897800,MSFT,72.83200149536133,,,,0,72.91464188246438,,,62.53960930388983,,,
2017-08-31,74.02999877929688,74.95999908447266,73.80000305175781,74.7699966430664,69.88512420654297,27652800,MSFT,73.06900100708008,72.89000091552734,,,0,73.1189457434636,,,67.75854447767242,72.89000091552734,74.33382448181202,71.44617734924266
2017-09-01,74.70999908447266,74.73999786376953,73.63999938964844,73.94000244140625,69.1093521118164,21736200,MSFT,73.21400146484375,72.95300102233887,,,0,73.20803165961455,,,58.21907563215641,72.95300102233887,74.4665189535866,71.43948309109113
2017-09-05,73.33999633789062,73.88999938964844,72.9800033569336,73.61000061035156,68.8009262084961,21556000,MSFT,73.36000137329101,73.0135009765625,,,0,73.25107500674332,,,54.90905953686521,73.0135009765625,74.53067519445524,71.49632675866975
2017-09-06,73.73999786376953,74.04000091552734,73.3499984741211,73.4000015258789,68.60462951660156,16535800,MSFT,73.38400115966797,73.04400100708008,,,0,73.26683559263425,,,52.84987850873081,73.04400100708008,74.56677264876647,71.5212293653937
2017-09-07,73.68000030517578,74.5999984741211,73.5999984741211,74.33999633789062,69.48323059082031,17471200,MSFT,73.54600067138672,73.13750076293945,,,0,73.37921588828553,,,60.06856497801427,73.13750076293945,74.73945634752954,71.53554517834937
